emotion	topic	keyword	response
numbness	future	numbness_future_159	Entry 159: When experiencing numbness connected to future, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
anxiety	self_growth	anxiety_self_growth_160	Entry 160: When experiencing anxiety connected to self_growth, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
numbness	social_pressure	numbness_social_pressure_161	Entry 161: When experiencing numbness connected to social_pressure, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
self_doubt	relationships	self_doubt_relationships_162	Entry 162: When experiencing self_doubt connected to relationships, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
loneliness	relationships	loneliness_relationships_163	Entry 163: When experiencing loneliness connected to relationships, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
stress	time_management	stress_time_management_164	Entry 164: When experiencing stress connected to time_management, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
numbness	future	numbness_future_165	Entry 165: When experiencing numbness connected to future, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
sadness	future	sadness_future_166	Entry 166: When experiencing sadness connected to future, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
numbness	family	numbness_family_167	Entry 167: When experiencing numbness connected to family, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
sadness	social_pressure	sadness_social_pressure_168	Entry 168: When experiencing sadness connected to social_pressure, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
burnout	self_growth	burnout_self_growth_169	Entry 169: When experiencing burnout connected to self_growth, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
stress	career	stress_career_170	Entry 170: When experiencing stress connected to career, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
